subject,condition,moralCondition,condition2,survey,round,answer,response,mLog,correct,congenialMisinfo
40,guns,neutral,guns_neutral,D,4,1,"I'd like to have more info on the data as well. Still, based on the options aviable, and the info we have, increase is the better choice.","cellA,start:0.127,end:1.251;,cellB,start:1.261,end:1.449;,cellB,start:2.377,end:2.444;,cellA,start:2.444,end:4.264;,cellC,start:4.264,end:4.525;,cellA,start:6.174,end:6.324;,cellB,start:6.324,end:7.474;,cellA,start:7.49,end:10.937;,cellC,start:10.937,end:11.087;,cellA,start:11.186,end:12.237;,cellB,start:12.237,end:13.268;,cellC,start:13.335,end:13.602;,cellD,start:13.751,end:14.401;,cellC,start:14.65,end:15.249;,cellC,start:15.783,end:16.132;,cellD,start:16.132,end:16.682;,cellC,start:16.682,end:17.015;,cellD,start:17.015,end:17.298;,cellA,start:17.332,end:17.598;,cellB,start:17.598,end:17.915;,cellC,start:17.98,end:18.231;,cellD,start:18.25,end:18.563;,cellA,start:18.646,end:18.913;,cellB,start:18.913,end:18.979;,cellD,start:19.196,end:19.245;,cellC,start:19.246,end:19.429;,cellA,start:19.697,end:19.732;,cellB,start:19.733,end:20.234;,cellA,start:20.235,end:20.515;,cellC,start:20.578,end:20.878;,cellD,start:20.878,end:21.944;,cellD,start:27.24,end:27.672;,cellC,start:27.672,end:28.055;,cellA,start:28.105,end:28.472;,cellB,start:28.472,end:28.888;,cellC,start:28.988,end:29.154;,cellD,start:29.155,end:29.67;,cellC,start:29.67,end:30.436;,cellD,start:30.453,end:31.153;",0,uncongenial
41,guns,neutral,guns_neutral,D,4,1,INCREASED,"cellA,start:14.543,end:14.736;,cellB,start:15.276,end:15.292;,cellA,start:23.692,end:24.994;,cellB,start:24.995,end:25.911;,cellD,start:26.161,end:26.514;,cellC,start:26.514,end:27.716;,cellD,start:27.717,end:28.427;,cellC,start:28.427,end:29.044;,cellD,start:29.045,end:29.527;",0,uncongenial
42,guns,neutral,guns_neutral,D,4,1,"Again it dhows an increase, it seems more logical if guns were taken away it would decrease. I don't know...","cellC,start:4.141,end:4.291;,cellA,start:4.741,end:8.507;,cellD,start:8.59,end:8.69;,cellB,start:11.956,end:12.473;,cellA,start:12.49,end:14.939;,cellB,start:14.939,end:15.889;,cellC,start:15.956,end:17.072;,cellD,start:17.072,end:18.372;,cellC,start:18.372,end:21.039;,cellA,start:21.089,end:23.089;,cellC,start:23.155,end:23.555;,cellB,start:23.638,end:23.889;,cellD,start:23.922,end:25.305;,cellB,start:25.355,end:26.089;,cellC,start:26.155,end:26.538;,cellA,start:26.588,end:27.821;,cellC,start:28.321,end:29.804;,cellD,start:29.804,end:29.837;,cellB,start:34.855,end:35.287;,cellD,start:35.353,end:36.787;,cellA,start:37.22,end:37.67;,cellC,start:37.903,end:38.786;,cellD,start:38.786,end:38.886;,cellA,start:73.5,end:73.516;,cellC,start:73.516,end:73.733;,cellD,start:73.733,end:73.85;,cellB,start:73.916,end:74.316;,cellD,start:74.366,end:74.933;,cellC,start:74.95,end:75.433;,cellA,start:75.466,end:76.983;,cellD,start:76.999,end:77.033;",0,uncongenial
43,guns,neutral,guns_neutral,D,4,1,Marshall law is less likely to happen if the state and government are not allowed to take our guns away.,"cellD,start:6.249,end:6.282;,cellA,start:6.282,end:6.296;,cellA,start:7.131,end:8.366;,cellC,start:8.432,end:9.132;,cellA,start:9.183,end:17.948;,cellA,start:19.681,end:24.414;,cellB,start:24.415,end:24.448;,cellB,start:25.831,end:26.049;,cellA,start:26.05,end:26.489;,cellB,start:26.49,end:26.515;,cellD,start:26.598,end:27.314;,cellB,start:27.365,end:28.465;,cellA,start:28.465,end:32.016;,cellB,start:32.028,end:33.115;,cellA,start:33.115,end:33.165;,cellA,start:33.747,end:35.731;,cellC,start:35.798,end:36.863;,cellA,start:36.931,end:40.486;,cellC,start:40.63,end:42.38;,cellA,start:42.413,end:44.155;,cellC,start:44.196,end:44.246;,cellD,start:44.588,end:45.097;,cellB,start:45.107,end:47.531;,cellA,start:47.531,end:49.013;,cellB,start:49.014,end:49.247;,cellD,start:49.281,end:49.614;,cellC,start:49.614,end:49.847;,cellD,start:49.847,end:49.881;,cellD,start:70.779,end:70.879;,cellA,start:70.929,end:73.562;,cellB,start:73.562,end:74.046;,cellC,start:74.194,end:75.962;,cellD,start:75.962,end:77.945;",0,uncongenial
44,guns,neutral,guns_neutral,D,4,0,Same position,"cellD,start:0.703,end:1.153;,cellB,start:1.186,end:1.236;,cellA,start:11.786,end:12.919;,cellB,start:12.919,end:17.602;,cellA,start:17.602,end:18.369;,cellB,start:18.369,end:21.385;,cellA,start:21.386,end:21.552;,cellC,start:22.519,end:23.169;,cellD,start:23.169,end:24.052;,cellC,start:24.052,end:24.435;,cellA,start:24.469,end:24.969;,cellB,start:24.969,end:25.485;,cellA,start:25.486,end:25.852;,cellC,start:25.902,end:26.169;,cellD,start:26.17,end:26.519;,cellB,start:26.569,end:26.802;,cellA,start:26.802,end:27.169;,cellC,start:27.269,end:27.452;,cellD,start:27.452,end:27.735;,cellB,start:27.785,end:27.985;,cellA,start:27.986,end:28.069;,cellA,start:28.736,end:29.019;,cellC,start:29.069,end:29.435;,cellA,start:29.452,end:29.535;,cellB,start:29.535,end:29.985;,cellD,start:30.069,end:30.485;,cellC,start:30.485,end:30.518;,cellA,start:30.969,end:31.269;,cellA,start:35.185,end:35.735;,cellB,start:35.735,end:36.185;,cellA,start:36.202,end:48.269;,cellC,start:48.352,end:48.885;,cellD,start:48.885,end:61.201;",1,uncongenial
45,gunsR,outrage,gunsR_outrage,R,4,"NA","The data is there, banning guns has a negligible effect on the reduction of crime.","cellA,start:19.213,end:27.967;,cellB,start:29.733,end:31.862;,cellA,start:31.863,end:32.704;,cellB,start:32.705,end:33.938;,cellA,start:33.938,end:34.356;,cellB,start:34.356,end:35.749;,cellC,start:35.75,end:36.325;,cellD,start:36.325,end:38.913;,cellC,start:38.914,end:40.536;,cellD,start:40.536,end:42.297;,cellB,start:42.297,end:42.767;,cellA,start:42.767,end:47.416;",NA,uncongenial
46,gunsR,outrage,gunsR_outrage,NA,4,"NA","NA","NA",NA,NA
47,gunsR,outrage,gunsR_outrage,R,4,0,Keep the guns out of the hands of those that don't act responsible. Gun control clearly shows it is working with the decrease of crime.,"cellD,start:8.096,end:9.245;,cellC,start:9.245,end:9.262;,cellA,start:9.383,end:11.799;,cellC,start:11.799,end:12.916;,cellA,start:15.033,end:20.685;,cellC,start:20.956,end:22.457;,cellA,start:23.123,end:24.423;,cellB,start:24.424,end:25.008;,cellD,start:25.057,end:27.627;,cellD,start:33.594,end:34.327;,cellC,start:34.343,end:34.71;,cellD,start:34.71,end:34.726;,cellB,start:34.794,end:35.344;,cellD,start:38.293,end:38.393;,cellC,start:38.393,end:38.41;,cellA,start:38.759,end:39.428;,cellB,start:39.428,end:40.029;,cellA,start:40.029,end:41.626;,cellB,start:41.626,end:41.659;,cellD,start:41.708,end:42.141;,cellD,start:48.608,end:48.626;,cellA,start:48.909,end:49.358;,cellC,start:49.391,end:49.925;,cellA,start:49.958,end:51.574;,cellB,start:51.574,end:52.45;,cellA,start:52.45,end:53.15;,cellB,start:53.15,end:55.256;,cellB,start:56.032,end:56.96;,cellD,start:57.232,end:58.182;,cellC,start:58.182,end:62.465;,cellA,start:62.616,end:63.823;,cellB,start:63.823,end:65.473;,cellC,start:65.539,end:66.089;,cellD,start:66.089,end:67.338;,cellC,start:67.338,end:68.923;,cellD,start:68.923,end:69.006;",0,uncongenial
48,gunsR,outrage,gunsR_outrage,NA,4,"NA","NA","cellC,start:6.664,end:6.703;,cellA,start:6.876,end:7.551;,cellA,start:10.146,end:10.551;,cellB,start:12.285,end:12.287;,cellA,start:13.484,end:13.485;,cellC,start:13.735,end:13.737;,cellD,start:17.239,end:17.241;,cellC,start:18.291,end:18.309;,cellA,start:28.152,end:28.51;,cellB,start:29.561,end:29.729;,cellB,start:30.462,end:30.907;,cellB,start:55.834,end:56.2;,cellA,start:56.201,end:56.577;,cellC,start:66.584,end:67.105;,cellD,start:67.553,end:67.555;,cellC,start:90.411,end:90.837;",NA,NA
49,gunsR,outrage,gunsR_outrage,R,4,0,I change my mind for the final time. The ban had a huge decrease in crime.,"cellB,start:1.737,end:2.054;,cellA,start:2.054,end:2.503;,cellB,start:2.503,end:2.92;,cellB,start:7.166,end:7.233;,cellA,start:7.233,end:7.632;,cellB,start:7.632,end:7.999;,cellD,start:8.032,end:8.049;,cellC,start:8.049,end:8.514;,cellD,start:8.515,end:9.997;,cellC,start:9.997,end:10.546;,cellA,start:10.579,end:10.996;,cellB,start:10.996,end:11.046;,cellB,start:11.379,end:11.462;,cellA,start:11.479,end:11.879;,cellB,start:11.879,end:12.312;,cellA,start:12.312,end:12.328;,cellC,start:12.445,end:13.51;,cellD,start:13.51,end:14.176;",0,uncongenial
50,gunsR,outrage,gunsR_outrage,NA,4,"NA","NA","NA",NA,NA
51,gunsR,outrage,gunsR_outrage,R,4,0,Figures show that not banning shows a decrease in crime,"cellA,start:20.713,end:21.882;,cellB,start:21.883,end:23.883;,cellA,start:23.884,end:23.932;,cellA,start:24.298,end:26.299;,cellB,start:26.3,end:27.347;,cellD,start:27.381,end:27.4;,cellC,start:27.4,end:29.815;,cellD,start:29.815,end:30.549;,cellC,start:39.646,end:39.663;,cellA,start:39.696,end:55.113;,cellB,start:55.113,end:55.146;,cellD,start:65.295,end:65.478;,cellC,start:65.478,end:66.978;",0,uncongenial
52,gunsR,outrage,gunsR_outrage,R,4,1,Are you all a bunch of Indians on VPNs? The argument is clear: the ratios show that banning handguns increased crime more than it decreased.,"cellB,start:0.501,end:1.044;,cellB,start:2.284,end:3.191;,cellA,start:3.208,end:5.308;,cellB,start:5.308,end:5.725;,cellA,start:5.726,end:6.175;,cellC,start:6.225,end:7.558;,cellC,start:7.624,end:7.991;,cellD,start:7.992,end:9.045;,cellC,start:9.059,end:11.558;,cellD,start:11.574,end:12.342;,cellC,start:12.342,end:12.358;,cellA,start:12.408,end:12.941;,cellB,start:12.941,end:14.044;,cellA,start:14.045,end:16.775;,cellB,start:16.775,end:18.742;,cellA,start:19.042,end:19.341;,cellC,start:19.392,end:19.776;,cellD,start:19.776,end:21.615;,cellD,start:22.894,end:23.158;,cellB,start:34.808,end:35.458;,cellD,start:35.508,end:35.958;,cellB,start:35.992,end:36.574;,cellA,start:36.574,end:36.825;,cellC,start:36.858,end:37.292;,cellB,start:37.325,end:37.574;,cellD,start:37.608,end:38.541;,cellD,start:42.641,end:42.675;,cellB,start:42.691,end:42.741;,cellA,start:42.741,end:43.541;,cellB,start:43.542,end:44.045;,cellD,start:44.075,end:45.291;,cellC,start:45.292,end:45.658;,cellA,start:45.709,end:46.591;,cellC,start:46.625,end:48.493;,cellA,start:48.591,end:48.874;,cellB,start:48.874,end:49.425;,cellD,start:49.474,end:51.608;",1,uncongenial
53,gunsR,outrage,gunsR_outrage,R,4,1,most of the persons carrying handguns in the cities ena,"cellD,start:0.979,end:1.163;,cellC,start:1.163,end:2.039;,cellA,start:2.103,end:2.537;,cellB,start:2.537,end:2.632;,cellB,start:3.068,end:3.198;,cellD,start:3.819,end:4.005;,cellB,start:4.068,end:4.537;,cellD,start:4.6,end:5.1;,cellB,start:5.163,end:5.6;,cellA,start:5.6,end:6.006;,cellC,start:6.038,end:6.568;,cellA,start:6.569,end:6.663;,cellB,start:58.1,end:58.254;,cellB,start:59.129,end:59.692;,cellA,start:59.692,end:61.661;,cellC,start:61.765,end:62.788;,cellA,start:70.254,end:75.554;,cellC,start:75.554,end:76.661;,cellA,start:76.786,end:77.786;,cellB,start:77.786,end:78.505;,cellD,start:78.567,end:79.357;,cellB,start:79.38,end:81.028;,cellD,start:81.028,end:81.411;,cellD,start:107.692,end:107.786;,cellC,start:107.786,end:107.943;,cellA,start:115.537,end:118.194;",1,uncongenial
54,gunsR,outrage,gunsR_outrage,R,4,1,Well even though I think the decrease in crime is relevant I will go with the majority in saying that they were more likely to increase.,"cellC,start:10.892,end:10.993;,cellA,start:11.11,end:14.157;,cellB,start:14.157,end:14.972;,cellC,start:15.056,end:18.003;,cellC,start:18.021,end:18.037;,cellD,start:18.054,end:18.987;,cellC,start:18.987,end:19.536;,cellA,start:19.553,end:20.418;,cellB,start:20.435,end:21.035;,cellD,start:21.151,end:21.784;,cellD,start:21.834,end:21.85;,cellC,start:21.85,end:22.6;,cellD,start:22.6,end:22.601;,cellD,start:22.633,end:23;,cellB,start:23.017,end:23.515;,cellA,start:23.515,end:24.183;,cellA,start:25.83,end:26.712;,cellC,start:26.763,end:38.237;,cellD,start:38.237,end:40.468;,cellC,start:40.484,end:42.633;,cellD,start:42.633,end:43.565;,cellB,start:43.582,end:44.364;,cellA,start:44.364,end:47.178;,cellB,start:47.178,end:47.179;,cellB,start:47.196,end:47.262;,cellD,start:79.952,end:80.385;,cellB,start:80.435,end:109.272;",1,uncongenial
55,gunsR,outrage,gunsR_outrage,R,4,0,cities that enacted a ban on carrying concealed handguns were more likely to have a decrease in crime or instead likely to have an increase,"cellB,start:10.639,end:10.889;,cellB,start:11.605,end:13.2;,cellA,start:13.2,end:13.295;,cellA,start:13.922,end:13.95;,cellB,start:13.95,end:13.99;,cellB,start:14.107,end:14.513;,cellA,start:14.513,end:16.606;,cellB,start:35.669,end:36.076;,cellA,start:36.729,end:36.824;,cellA,start:36.949,end:38.512;,cellC,start:38.606,end:38.824;,cellB,start:39.238,end:39.278;,cellB,start:40.043,end:40.104;,cellA,start:40.104,end:40.229;,cellA,start:40.968,end:42.012;,cellA,start:47.199,end:47.604;,cellA,start:60.669,end:60.73;,cellC,start:60.731,end:60.984;,cellA,start:60.984,end:62.198;,cellB,start:62.198,end:62.48;,cellA,start:62.48,end:63.105;,cellA,start:64.448,end:69.988;,cellD,start:69.989,end:70.127;,cellD,start:70.139,end:70.198;,cellA,start:74.323,end:83.574;,cellB,start:83.574,end:85.854;,cellA,start:85.855,end:86.137;,cellC,start:86.323,end:89.168;,cellD,start:89.168,end:92.887;",0,uncongenial
56,guns,outrage,guns_outrage,R,4,0,The math shows that the percentages say that crime decreased,"cellD,start:1.873,end:1.89;,cellB,start:1.906,end:1.923;,cellA,start:1.923,end:2.523;,cellA,start:3.038,end:5.235;,cellB,start:5.235,end:6.665;,cellA,start:6.665,end:7.265;,cellC,start:7.319,end:7.831;,cellD,start:7.831,end:8.379;,cellC,start:8.379,end:8.479;,cellA,start:8.58,end:8.679;,cellB,start:8.696,end:9.05;,cellD,start:9.079,end:9.378;,cellC,start:9.378,end:9.595;,cellA,start:9.644,end:9.811;,cellB,start:9.811,end:9.91;,cellD,start:9.961,end:10.077;,cellD,start:10.459,end:10.476;,cellB,start:21.526,end:22.358;,cellD,start:22.408,end:23.257;,cellB,start:23.323,end:23.69;,cellB,start:27.018,end:27.483;,cellA,start:27.483,end:27.783;,cellC,start:27.834,end:28.415;,cellA,start:28.498,end:28.749;,cellB,start:28.75,end:28.782;,cellD,start:28.932,end:29.33;,cellA,start:29.347,end:30.812;,cellB,start:30.812,end:30.861;",1,congenial
57,guns,outrage,guns_outrage,R,4,1,The math showing an increase is plain to see just by looking at the ratio of increase as compared to the total number of crimes.,"cellA,start:47.755,end:49.421;,cellB,start:49.421,end:53.637;,cellD,start:53.637,end:53.871;,cellC,start:53.871,end:54.504;,cellD,start:54.522,end:55.321;,cellC,start:55.338,end:56.037;,cellA,start:56.038,end:59.403;,cellB,start:59.404,end:59.92;,cellA,start:59.92,end:61.888;,cellB,start:61.888,end:62.27;,cellA,start:62.27,end:62.72;,cellD,start:62.837,end:63.286;,cellC,start:63.286,end:64.454;,cellD,start:64.454,end:64.72;,cellC,start:64.72,end:64.937;,cellA,start:65.036,end:65.071;,cellB,start:65.071,end:66.37;,cellA,start:66.371,end:67.004;,cellB,start:67.004,end:67.47;,cellD,start:90.887,end:90.936;,cellC,start:90.937,end:90.953;,cellA,start:90.987,end:91.486;,cellB,start:91.486,end:92.204;,cellA,start:92.52,end:94.97;,cellC,start:95.003,end:95.036;,cellD,start:95.036,end:95.153;",0,congenial
58,guns,outrage,guns_outrage,R,4,0,25% of cities with a ban had a crime decreased compared to 16% without a ban.  This doesn't imply cause and effect.,"cellA,start:18.99,end:19.502;,cellA,start:19.795,end:20.262;,cellB,start:20.262,end:21.011;,cellB,start:22.383,end:22.427;,cellA,start:22.427,end:22.494;,cellA,start:22.843,end:23.626;,cellC,start:23.992,end:24.642;,cellD,start:24.643,end:25.042;,cellB,start:25.075,end:25.575;,cellA,start:25.575,end:26.88;,cellA,start:32.454,end:32.974;,cellB,start:32.991,end:33.322;,cellD,start:33.353,end:33.786;,cellC,start:33.803,end:34.52;,cellD,start:34.52,end:34.885;,cellB,start:34.902,end:35.202;,cellA,start:35.202,end:35.535;,cellB,start:35.535,end:36.102;,cellA,start:36.118,end:38.284;,cellB,start:38.284,end:38.866;,cellA,start:38.883,end:39.2;,cellB,start:39.216,end:39.534;,cellD,start:39.551,end:39.883;,cellC,start:39.883,end:40.349;,cellA,start:40.382,end:40.699;,cellB,start:40.699,end:41.032;,cellD,start:41.049,end:41.332;,cellC,start:41.332,end:41.666;,cellA,start:41.714,end:42.098;,cellC,start:42.431,end:42.497;,cellD,start:42.497,end:42.614;,cellC,start:44.88,end:45.364;,cellD,start:45.379,end:45.729;,cellA,start:45.795,end:46.246;,cellB,start:46.246,end:46.611;,cellD,start:46.661,end:47.128;,cellC,start:47.128,end:47.544;,cellA,start:47.594,end:47.878;,cellB,start:47.878,end:49.027;,cellA,start:49.043,end:51.144;,cellD,start:51.175,end:51.242;,cellB,start:54.723,end:54.923;,cellB,start:55.574,end:55.689;,cellD,start:60.603,end:60.67;,cellA,start:60.802,end:61.169;,cellC,start:61.202,end:61.502;,cellD,start:61.502,end:61.552;,cellB,start:61.802,end:62.152;,cellA,start:62.152,end:62.669;,cellB,start:62.67,end:63.268;,cellA,start:63.268,end:63.667;,cellB,start:63.667,end:63.803;,cellA,start:72.513,end:72.529;,cellC,start:72.545,end:72.978;,cellD,start:72.978,end:73.462;,cellC,start:73.462,end:75.776;,cellD,start:75.776,end:75.86;,cellB,start:85.075,end:85.106;",1,congenial
59,guns,outrage,guns_outrage,R,4,1,"In My experience of the table shown, their is a significant increase in crime from a ban than their is from a city not banned","cellB,start:27.165,end:27.215;,cellA,start:27.548,end:28.931;,cellB,start:28.931,end:29.63;,cellA,start:29.649,end:30.83;,cellC,start:30.914,end:37.695;,cellD,start:37.696,end:38.712;,cellC,start:38.712,end:42.545;,cellA,start:42.577,end:46.076;,cellC,start:46.096,end:47.327;,cellB,start:47.377,end:51.825;,cellD,start:51.859,end:54.091;,cellD,start:55.124,end:55.143;,cellC,start:55.144,end:64.373;,cellD,start:64.374,end:64.573;",0,congenial
60,guns,outrage,guns_outrage,R,4,0,~25% of cities that banned concealed handguns had less crime whereas ~16% of cities that did not ban concealed handguns.,"cellD,start:0.021,end:0.694;,cellB,start:1.261,end:2.044;,cellB,start:32.883,end:33.183;,cellD,start:34,end:34.556;,cellB,start:34.556,end:34.682;,cellA,start:34.683,end:37.181;,cellB,start:37.182,end:37.248;,cellB,start:37.382,end:38.148;,cellA,start:38.148,end:38.598;,cellC,start:38.631,end:39.198;,cellD,start:39.198,end:39.231;,cellD,start:39.497,end:40.014;,cellC,start:40.014,end:40.33;,cellA,start:40.364,end:40.764;,cellB,start:40.764,end:41.263;,cellA,start:41.263,end:41.996;,cellC,start:42.03,end:43.696;,cellD,start:43.696,end:44.097;,cellC,start:44.097,end:44.746;,cellD,start:44.746,end:45.195;,cellC,start:45.195,end:45.562;,cellD,start:45.579,end:45.863;,cellC,start:45.879,end:46.162;,cellD,start:46.162,end:46.462;,cellC,start:46.462,end:46.512;,cellA,start:46.545,end:47.029;,cellB,start:47.029,end:47.478;,cellA,start:47.478,end:48.261;,cellB,start:48.261,end:48.878;,cellA,start:48.878,end:49.611;,cellB,start:49.611,end:50.261;",1,congenial
61,guns,outrage,guns_outrage,R,4,1,Cities that enacted a ban on carrying concealed handguns were more likely to have an INCREASE in crime than cities without bans,"cellB,start:0.109,end:0.359;,cellA,start:0.36,end:1.459;,cellA,start:4.011,end:4.527;,cellB,start:4.527,end:5.812;,cellA,start:13.698,end:14.281;,cellB,start:14.281,end:14.782;,cellA,start:14.782,end:14.815;,cellC,start:14.881,end:15.265;,cellD,start:15.265,end:15.682;",0,congenial
62,guns,outrage,guns_outrage,R,4,1,The tables indicate that cites which enacted a ban on handguns saw a huge increase in crime relative to cities that did not enact a ban.,"cellB,start:0.572,end:0.874;,cellA,start:0.874,end:3.188;,cellB,start:3.188,end:4.871;,cellA,start:4.871,end:4.988;,cellC,start:5.005,end:5.021;,cellD,start:5.021,end:5.039;,cellD,start:9.339,end:9.405;,cellA,start:9.438,end:9.505;,cellA,start:12.772,end:14.523;,cellC,start:14.555,end:15.921;,cellA,start:15.988,end:16.471;,cellB,start:16.471,end:17.055;,cellD,start:17.105,end:18.404;,cellB,start:18.521,end:19.106;,cellD,start:19.271,end:19.689;,cellB,start:19.738,end:20.325;,cellA,start:20.325,end:21.138;,cellB,start:21.138,end:21.689;,cellA,start:21.689,end:22.472;,cellB,start:22.472,end:22.508;,cellB,start:26.738,end:26.741;,cellB,start:26.755,end:26.805;,cellB,start:27.538,end:27.588;,cellB,start:34.421,end:34.422;,cellB,start:34.505,end:34.989;,cellB,start:35.788,end:36.172;,cellA,start:36.172,end:36.638;,cellB,start:36.638,end:36.688;,cellD,start:38.572,end:38.589;,cellC,start:38.606,end:39.323;,cellD,start:39.323,end:39.355;,cellB,start:60.105,end:60.122;,cellA,start:60.122,end:60.405;,cellB,start:60.405,end:60.805;,cellD,start:60.838,end:61.405;,cellC,start:61.405,end:61.409;,cellC,start:61.423,end:61.605;,cellA,start:61.655,end:62.205;,cellD,start:62.438,end:62.441;,cellD,start:62.455,end:62.472;",0,congenial
